ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-8.6429,-0.3254,3.7089,-9.0199,-0.2525,3.8404,-0.4206,-0.7553,0.6222,-0.0245,-0.0485,0.0048,258.0,25.96,6.12,-31.26,74.55,1.48,66.94,3.1,1004.07,65.39,35.775383,-78.68052,236.92,NaN,,55.04,14.680644,304.7,13 / 21,222013,2018-03-09 17:34:47:397
-10.0546,-0.6174,4.654,-9.0517,-0.1868,3.7687,-0.9485,-0.643,0.6145,-0.014,0.0943,0.0351,255.0,26.0,7.59,-32.25,69.34,1.06,67.2,3.1,1004.01,68.986,35.77546,-78.680664,237.89,NaN,,55.69,14.680644,304.0,13 / 20,222512,2018-03-09 17:34:47:896
-9.2195,-0.9834,4.8168,-9.0549,-0.22,3.759,0.4216,-0.3271,0.2253,-0.0168,-0.0884,0.0046,254.0,26.29,7.07,-32.69,73.24,1.29,67.45,3.1,1003.93,65.185,35.77546,-78.680664,237.89,NaN,,55.69,14.680644,304.0,13 / 20,223012,2018-03-09 17:34:48:396
-8.0375,-0.0909,3.3547,-9.0424,-0.2486,3.7873,1.1306,-0.0848,-0.3222,-0.0315,-0.0426,-0.0441,277.0,27.81,7.09,-29.53,70.01,1.04,68.11,3.1,1003.94,64.0,35.775536,-78.68081,240.03,NaN,,55.4,14.680644,302.6,13 / 21,223511,2018-03-09 17:34:48:895
-6.3051,-0.5504,3.7831,-8.7687,-0.4987,4.3626,2.7536,0.1139,-0.6077,-0.0471,-0.3873,-0.0836,348.0,26.93,8.1,-31.25,68.93,2.92,63.55,3.1,1003.9,61.376,35.775536,-78.68081,240.03,NaN,,55.4,14.680644,302.6,13 / 21,224012,2018-03-09 17:34:49:396
-9.3727,-0.9284,4.4148,-8.8865,-0.5268,4.1138,-0.3217,-0.3131,0.1422,-0.0015,0.01,0.0681,351.0,25.23,7.72,-30.82,71.54,3.39,65.1,3.1,1003.95,68.492,35.775604,-78.680954,241.22,NaN,,54.9,14.680644,301.2,13 / 21,224512,2018-03-09 17:34:49:896
-9.2028,-0.414,3.7113,-8.9658,-0.3317,3.9591,-0.7649,0.0186,0.3433,-0.0148,0.0719,0.0435,297.0,25.03,6.71,-30.23,71.47,1.94,66.18,3.1,1003.95,69.338,35.775604,-78.680954,241.22,NaN,,54.9,14.680644,301.2,13 / 21,225012,2018-03-09 17:34:50:396
-9.2483,-0.0072,4.52,-8.9656,-0.2261,3.967,-0.3278,0.3581,0.5308,-0.0137,0.0067,0.0192,296.0,24.65,7.43,-31.08,69.98,1.42,66.16,3.1,1003.95,67.33,35.775673,-78.68111,240.57,NaN,,54.9,14.680644,300.7,13 / 21,225513,2018-03-09 17:34:50:897
-9.5139,-0.4666,4.879,-8.9691,-0.3155,3.953,0.1602,0.1411,0.3249,-0.0109,-4.0E-4,-0.0044,291.0,24.42,8.41,-32.23,70.64,1.8,66.29,3.1,1003.92,68.118,35.775673,-78.68111,240.57,NaN,,54.9,14.680644,300.7,13 / 21,226011,2018-03-09 17:34:51:395
-9.8154,-0.1005,4.9364,-8.9788,-0.3498,3.9279,-0.0011,0.4066,0.9254,-0.0205,0.0295,-0.017,308.0,27.48,8.03,-30.28,68.68,1.78,66.29,3.1,1003.91,68.184,35.77574,-78.68125,238.94,NaN,,55.19,14.680644,299.1,13 / 21,226512,2018-03-09 17:34:51:896
-8.5831,-0.5862,4.6229,-8.9422,-0.4752,3.9978,0.9359,0.0821,0.0872,0.0082,-0.0647,0.0256,256.0,27.44,9.25,-28.52,65.7,2.95,66.4,3.1,1003.9,68.05,35.77574,-78.68125,238.94,NaN,,55.19,14.680644,299.1,13 / 21,227012,2018-03-09 17:34:52:396
-9.8369,-0.4164,4.5009,-8.911,-0.2333,4.0877,-0.3881,0.2153,0.1283,0.019,0.0214,0.0276,253.0,26.1,7.88,-29.33,66.25,1.97,65.13,3.1,1003.83,67.301,35.775806,-78.6814,241.27,NaN,,54.0,14.680644,298.6,13 / 21,227512,2018-03-09 17:34:52:896
-8.9731,-0.3398,4.0989,-8.9303,-0.0646,4.0517,-0.0739,0.2135,0.0113,0.0176,0.0124,0.0156,272.0,26.5,6.54,-29.82,67.67,0.58,65.55,3.1,1003.82,69.047,35.775806,-78.6814,241.27,NaN,,54.0,14.680644,298.6,13 / 21,228012,2018-03-09 17:34:53:396
-9.6,0.3733,3.8261,-8.9532,0.0304,4.0012,-0.3295,0.1456,-0.1568,0.0078,0.0145,0.0066,266.0,28.16,6.21,-31.16,68.66,-0.12,65.8,3.1,1003.82,67.928,35.775867,-78.68153,240.86,NaN,,52.52,14.680644,298.3,13 / 21,228512,2018-03-09 17:34:53:896
-10.0522,0.7322,3.9601,-8.9975,-0.0734,3.9001,-0.1897,0.7812,-0.319,-0.0089,0.0609,-0.0848,277.0,26.95,7.04,-32.09,70.16,0.43,66.57,3.1,1003.82,68.275,35.775867,-78.68153,240.86,NaN,,52.52,14.680644,298.3,13 / 21,229011,2018-03-09 17:34:54:395
-9.612,0.3781,3.9482,-8.9907,-0.1384,3.9139,-0.2567,0.5499,0.0708,0.0304,0.023,-0.0013,263.0,26.96,8.17,-31.3,64.95,0.99,66.41,3.1,1003.78,57.551,35.775932,-78.68167,241.19,NaN,,52.6,14.680644,299.1,13 / 21,229511,2018-03-09 17:34:54:895
-9.746,0.4116,4.2138,-9.0142,-0.1268,3.8598,-0.0718,0.463,-0.0322,0.0288,-0.0098,-0.015,266.0,27.01,8.61,-30.47,63.45,0.81,66.86,3.1,1003.75,56.367,35.775932,-78.68167,241.19,NaN,,52.6,14.680644,299.1,13 / 21,230012,2018-03-09 17:34:55:396
-9.8225,0.4259,4.142,-9.0115,-0.2011,3.863,-0.1234,0.347,0.2754,0.026,0.0236,-0.0311,240.0,27.36,8.96,-29.39,62.59,1.09,66.81,3.1,1003.75,58.953,35.776,-78.681816,241.51,NaN,,53.57,14.680644,299.3,13 / 21,230512,2018-03-09 17:34:55:896
-9.7173,-0.1316,4.1324,-9.0651,-0.1926,3.736,0.1336,0.1363,-0.3118,0.0337,0.0183,-0.016,231.0,25.21,6.99,-29.33,69.96,1.19,67.51,3.1,1003.73,64.683,35.776,-78.681816,241.51,NaN,,53.57,14.680644,299.3,13 / 21,231011,2018-03-09 17:34:56:395
-9.2387,0.2584,4.0367,-9.0394,0.0038,3.8025,0.1663,0.3143,0.1107,0.0577,0.0045,0.0156,234.0,24.3,8.06,-30.83,68.26,0.48,67.31,3.1,1003.68,65.232,35.776073,-78.68195,241.38,NaN,,53.82,14.680644,302.1,13 / 21,231511,2018-03-09 17:34:56:895
-9.6239,0.7801,4.6469,-9.0522,0.1435,3.7692,-0.0967,0.6788,0.3419,0.0479,-0.0094,-0.0518,236.0,24.98,6.95,-32.05,69.35,-0.88,67.51,3.1,1003.67,66.233,35.776073,-78.68195,241.38,NaN,,53.82,14.680644,302.1,13 / 21,232012,2018-03-09 17:34:57:396
-9.2459,1.651,3.9841,-9.0404,0.37,3.7822,0.0828,1.4095,0.272,0.118,-0.0151,-0.026,218.0,26.61,6.37,-31.22,69.54,-1.28,67.47,3.1,1003.63,66.908,35.776142,-78.6821,241.3,NaN,,53.75,14.680644,305.1,13 / 21,232512,2018-03-09 17:34:57:896
-9.0664,1.9717,3.8788,-9.0236,0.601,3.7925,0.3529,1.1405,0.1135,0.1168,-0.0165,-0.0412,206.0,26.52,4.19,-31.98,71.75,-3.51,67.2,3.1,1003.58,64.333,35.776142,-78.6821,241.3,NaN,,53.75,14.680644,305.1,13 / 21,233012,2018-03-09 17:34:58:396
-9.0927,0.8112,4.1922,-9.0419,0.7305,3.7257,-0.0631,0.5811,0.1232,0.0931,-0.0059,-0.042,182.0,26.12,3.69,-32.93,72.27,-4.04,67.51,3.1,1003.58,67.339,35.77623,-78.68221,242.09,NaN,,53.46,14.680644,309.4,13 / 21,233511,2018-03-09 17:34:58:895
-9.7029,0.0574,4.3382,-9.0686,0.6311,3.6787,-0.1474,-0.6992,-0.0236,0.0323,0.0212,-0.0046,176.0,26.08,2.37,-33.89,78.63,-3.69,67.92,3.1,1003.53,67.441,35.77623,-78.68221,242.09,NaN,,53.46,14.680644,309.4,13 / 21,234013,2018-03-09 17:34:59:397
-9.6383,0.0024,4.3908,-9.0937,0.4807,3.6393,0.1036,-0.2964,-0.2426,0.0282,-0.0083,-0.0321,182.0,26.11,1.9,-34.42,77.54,-3.4,68.29,3.1,1003.48,69.346,35.776325,-78.682335,243.47,NaN,,53.28,14.680644,315.8,13 / 21,234512,2018-03-09 17:34:59:896
-9.4325,0.2082,3.807,-9.1062,0.2904,3.628,-0.3924,-0.671,0.2874,0.0325,0.0202,-0.0105,176.0,25.07,3.39,-35.21,79.62,-1.98,68.2,3.1,1003.42,60.21,35.776325,-78.682335,243.47,NaN,,53.28,14.680644,315.8,13 / 21,235012,2018-03-09 17:35:00:396
-9.6909,0.8614,3.5844,-9.1393,0.3787,3.5356,-0.0612,0.6298,-0.0116,0.0805,0.0165,-0.0239,171.0,26.76,3.15,-33.16,78.31,-2.0,68.46,3.1,1003.42,58.239,35.776424,-78.68244,245.02,NaN,,53.5,14.680644,318.5,13 / 21,235512,2018-03-09 17:35:00:896
-9.3344,1.1533,3.7065,-9.1235,0.4572,3.567,0.1035,0.7134,0.0389,0.0822,0.0139,-0.0524,163.0,28.26,1.68,-35.28,80.43,-2.61,68.56,3.1,1003.38,58.987,35.776424,-78.68244,245.02,NaN,,53.5,14.680644,318.5,13 / 21,236011,2018-03-09 17:35:01:395
-9.2315,0.7609,3.3763,-9.1381,0.5313,3.5189,0.2275,0.2122,-0.187,0.0832,0.0055,-0.005,176.0,25.27,1.14,-35.49,83.5,-2.68,68.73,3.1,1003.32,60.443,35.77653,-78.68254,246.74,NaN,,54.11,14.680644,321.5,13 / 21,236512,2018-03-09 17:35:01:896
-9.2052,0.8901,3.3452,-9.1305,0.7173,3.5056,-0.0961,-0.0803,0.0237,0.0589,0.001,-0.0363,175.0,25.79,0.26,-35.38,83.42,-4.19,69.0,3.1,1003.28,59.968,35.77653,-78.68254,246.74,NaN,,54.11,14.680644,321.5,13 / 21,237011,2018-03-09 17:35:02:395
-9.8536,0.5647,3.6634,-9.1521,0.7601,3.4397,0.2177,0.1686,-0.1654,0.0781,0.0027,0.0199,161.0,24.54,0.25,-35.97,83.9,-4.2,69.24,3.1,1003.25,61.771,35.776646,-78.68265,248.79,NaN,,54.04,14.680644,325.7,13 / 21,237512,2018-03-09 17:35:02:896
-9.8704,-0.0431,3.9984,-9.165,0.7228,3.4133,0.0539,-0.411,-0.0674,0.0304,4.0E-4,-0.0152,158.0,24.01,-0.68,-36.99,86.35,-4.33,69.56,3.1,1003.21,62.084,35.776646,-78.68265,248.79,NaN,,54.04,14.680644,325.7,13 / 21,238011,2018-03-09 17:35:03:395
-9.2626,0.3948,3.2973,-9.1737,0.6645,3.4017,0.0856,-0.611,0.0667,-0.0036,-0.0059,-0.0494,155.0,26.01,-1.49,-35.04,85.75,-4.35,69.7,3.1,1003.17,59.868,35.776764,-78.68273,251.98,NaN,,54.86,14.680644,330.0,13 / 21,238511,2018-03-09 17:35:03:895
-9.6263,-0.2895,3.9123,-9.1762,0.5384,3.4172,-0.1386,-0.5121,0.0241,0.0033,6.0E-4,-0.0164,166.0,26.24,-1.3,-35.48,87.25,-3.34,69.46,3.1,1003.1,59.446,35.776764,-78.68273,251.98,NaN,,54.86,14.680644,330.0,13 / 21,239012,2018-03-09 17:35:04:396
-9.7819,-0.2536,3.8381,-9.1852,0.3586,3.4167,0.169,-0.3632,-0.1013,7.0E-4,0.0027,-0.0176,186.0,25.34,-1.73,-36.1,90.94,-2.53,69.55,3.1,1003.05,62.486,35.77689,-78.68281,254.31,NaN,,55.84,14.680644,332.2,13 / 21,239513,2018-03-09 17:35:04:897
-9.6933,0.4116,3.8979,-9.1839,0.3575,3.4203,0.175,0.0066,-0.0083,0.0129,0.0081,-0.0099,203.0,25.92,-2.09,-35.52,91.58,-2.05,69.55,3.1,1003.0,62.969,35.77689,-78.68281,254.31,NaN,,55.84,14.680644,332.2,13 / 21,240012,2018-03-09 17:35:05:396
-9.4014,-0.4283,3.3978,-9.178,0.1814,3.45,0.416,-0.0935,-0.0762,1.0E-4,-0.0096,-0.0235,213.0,23.47,-1.7,-37.29,92.78,-1.18,69.32,3.1,1002.95,64.686,35.777016,-78.68288,257.38,NaN,,56.63,14.680644,333.2,13 / 21,240511,2018-03-09 17:35:05:895
-10.2461,-0.7322,4.2329,-9.1743,0.0616,3.4638,-0.2416,-0.4762,0.4384,-0.0139,0.0238,-0.0302,252.0,23.61,-0.68,-37.69,89.42,-0.43,69.19,3.1,1002.91,64.211,35.777016,-78.68288,257.38,NaN,,56.63,14.680644,333.2,13 / 21,241012,2018-03-09 17:35:06:396
-8.4754,0.2847,2.9432,-9.1687,0.157,3.4758,0.7784,-0.0796,-0.3016,0.0072,0.0094,0.0317,266.0,25.73,-1.29,-35.59,91.31,-0.68,69.21,3.1,1002.89,66.108,35.777145,-78.68296,259.43,NaN,,57.31,14.680644,333.6,13 / 21,241512,2018-03-09 17:35:06:896
-9.5737,-0.3206,3.7424,-9.1436,-0.0135,3.5446,-0.2982,-0.4303,0.399,0.0121,0.0157,0.0262,290.0,25.95,-0.27,-36.05,90.14,0.09,68.81,3.1,1002.82,60.553,35.777145,-78.68296,259.43,NaN,,57.31,14.680644,333.6,13 / 21,242012,2018-03-09 17:35:07:396
-9.2985,-0.414,3.5318,-9.1405,-0.042,3.5524,0.3195,-0.2111,-0.1359,-0.0137,-0.0161,-0.0272,287.0,25.75,-1.1,-35.55,92.58,0.11,68.88,3.1,1002.79,63.319,35.777275,-78.68304,262.63,NaN,,57.67,14.680644,333.4,13 / 20,242512,2018-03-09 17:35:07:896
-9.4684,-0.7657,3.9434,-9.1455,-0.2098,3.5337,-0.0595,-0.1612,0.0922,0.0351,-0.0063,0.0636,313.0,25.5,-0.37,-35.51,92.52,1.63,68.82,3.1,1002.75,69.147,35.777275,-78.68304,262.63,NaN,,57.67,14.680644,333.4,13 / 20,243012,2018-03-09 17:35:08:396
-8.607,-0.1292,3.1514,-9.1468,-0.0688,3.5358,0.6229,-0.1595,-0.424,0.0046,-0.035,0.0302,302.0,24.23,-3.08,-35.65,97.51,0.75,68.85,3.1,1002.7,64.273,35.77741,-78.68312,265.19,NaN,,58.1,14.680644,333.5,13 / 20,243511,2018-03-09 17:35:08:895
-9.1286,-0.1914,3.46,-9.1231,-0.0737,3.5965,0.0037,-0.172,-0.1164,-0.0023,0.0014,-0.0097,328.0,24.04,-2.14,-37.01,95.02,0.4,68.48,3.1,1002.65,58.71,35.77741,-78.68312,265.19,NaN,,58.1,14.680644,333.5,13 / 20,244012,2018-03-09 17:35:09:396
-9.0257,-0.0455,3.4361,-9.1004,-0.1284,3.652,0.1486,-0.0555,0.0193,-0.0101,-0.0041,-0.0317,254.0,23.65,-0.77,-37.56,90.83,0.53,68.34,3.1,1002.59,58.805,35.77754,-78.683205,265.81,NaN,,58.39,14.680644,333.2,13 / 20,244514,2018-03-09 17:35:09:898
-8.9683,-0.146,3.606,-9.084,-0.1241,3.6926,0.055,-0.0272,0.1544,0.0052,-6.0E-4,0.0028,215.0,25.23,-0.19,-36.64,91.08,0.73,67.88,3.1,1002.53,63.767,35.77754,-78.683205,265.81,NaN,,58.39,14.680644,333.2,13 / 20,245012,2018-03-09 17:35:10:396
-9.6383,-0.2536,4.1659,-9.0703,-0.1448,3.7255,0.2242,-0.036,-9.0E-4,-0.0017,-0.01,-0.0154,217.0,24.89,-1.38,-35.25,93.6,0.69,67.6,3.1,1002.52,61.206,35.777668,-78.68329,267.69,NaN,,59.0,14.680644,333.5,13 / 20,245511,2018-03-09 17:35:10:895
-9.5641,-0.6006,4.0702,-9.0768,-0.1637,3.7088,-0.2794,-0.3367,0.1693,0.0019,0.02,0.0032,187.0,25.19,-1.24,-35.09,93.97,0.92,67.65,3.1,1002.5,61.559,35.777668,-78.68329,267.69,NaN,,59.0,14.680644,333.5,13 / 20,246012,2018-03-09 17:35:11:396
-9.0233,-0.7155,3.8142,-9.0756,-0.1469,3.7125,-0.1491,-5.0E-4,0.3005,3.0E-4,0.0081,0.0062,232.0,22.8,-1.34,-37.57,93.38,0.91,67.74,3.1,1002.47,62.353,35.7778,-78.683365,269.02,NaN,,58.79,14.680644,333.5,13 / 20,246512,2018-03-09 17:35:11:896
-8.9635,-0.189,4.1539,-9.0885,-0.148,3.6806,0.1693,-0.2846,0.0271,0.0019,0.0149,0.0121,172.0,24.79,-2.45,-36.72,95.87,0.86,67.95,3.1,1002.44,65.165,35.7778,-78.683365,269.02,NaN,,58.79,14.680644,333.5,13 / 20,247011,2018-03-09 17:35:12:395
-9.064,-0.2369,3.716,-9.1067,-0.1367,3.6358,0.2722,-0.1834,-0.0408,0.0021,0.0055,0.0139,138.0,25.43,-0.85,-36.06,93.72,0.88,68.07,3.1,1002.41,67.488,35.77793,-78.68345,270.51,NaN,,58.32,14.680644,333.3,13 / 20,247512,2018-03-09 17:35:12:896
-9.5928,0.1149,4.2808,-9.0626,-0.0476,3.7466,0.0606,0.231,0.308,0.0107,0.0,0.0247,174.0,26.19,-1.26,-37.43,93.03,0.43,67.57,3.1,1002.36,64.133,35.77793,-78.68345,270.51,NaN,,58.32,14.680644,333.3,13 / 20,248012,2018-03-09 17:35:13:396
-9.2626,0.0024,4.4411,-9.038,-0.1159,3.8041,0.1735,0.0435,0.4715,0.005,0.0179,-0.0105,193.0,25.41,-1.57,-35.7,96.16,0.52,67.15,3.1,1002.31,63.643,35.77806,-78.683525,271.52,NaN,,58.03,14.680644,333.7,13 / 20,248511,2018-03-09 17:35:13:895
-8.9563,0.0885,4.3908,-9.014,-0.1747,3.8584,0.4115,0.2839,0.4623,0.0084,0.0049,-0.0368,177.0,25.9,-1.91,-35.17,96.76,0.92,66.9,3.1,1002.26,64.935,35.77806,-78.683525,271.52,NaN,,58.03,14.680644,333.7,13 / 20,249012,2018-03-09 17:35:14:396
-9.3583,0.0526,4.5847,-9.0002,-0.2465,3.8867,0.1662,0.6191,0.2022,0.0223,-0.0071,-0.0518,191.0,25.27,-1.97,-34.98,97.5,1.44,66.64,3.1,1002.22,64.187,35.778183,-78.6836,275.14,NaN,,56.2,14.680644,333.4,13 / 20,249512,2018-03-09 17:35:14:896
-9.009,0.1436,3.7831,-8.9986,-0.1472,3.8953,-0.1382,0.3326,0.1304,0.0486,0.032,-0.0101,196.0,23.33,-1.1,-37.93,93.72,1.05,66.41,3.1,1002.15,64.02,35.778183,-78.6836,275.14,NaN,,56.2,14.680644,333.4,13 / 20,250013,2018-03-09 17:35:15:397
-9.5569,0.134,4.5535,-8.9621,-0.0316,3.9813,0.0356,-0.0489,-0.0162,0.0459,-0.0252,0.0329,204.0,24.47,-2.35,-38.37,95.18,0.44,66.4,3.1,1002.14,63.924,35.778313,-78.68367,278.03,NaN,,53.68,14.680644,335.0,13 / 20,250512,2018-03-09 17:35:15:896
-8.7529,0.6532,4.2305,-8.9374,0.0388,4.0364,0.4952,0.5958,0.0488,0.0441,-0.0391,-0.0025,228.0,23.93,-3.39,-37.91,94.61,-0.13,66.17,3.1,1002.08,64.735,35.778313,-78.68367,278.03,NaN,,53.68,14.680644,335.0,13 / 20,251012,2018-03-09 17:35:16:396
-8.9659,0.2704,5.0632,-8.8705,-0.0046,4.1816,0.5353,0.3573,0.0512,0.0477,-0.054,-0.0325,222.0,24.78,-3.38,-36.44,97.73,0.02,65.21,3.1,1002.06,64.9,35.77843,-78.68375,279.15,NaN,,52.52,14.680644,337.6,13 / 20,251512,2018-03-09 17:35:16:896
-8.9898,0.1627,4.4267,-8.8298,0.1363,4.2646,0.0623,0.3009,-0.0446,0.0473,-0.0045,-0.0109,252.0,25.0,-4.0,-36.28,99.53,-0.57,64.27,3.1,1002.03,61.654,35.77843,-78.68375,279.15,NaN,,52.52,14.680644,337.6,13 / 20,252012,2018-03-09 17:35:17:396
-9.2841,0.5647,4.5918,-8.8062,0.2135,4.31,0.1026,0.0855,0.0336,0.0321,-0.0083,0.0013,237.0,24.19,-4.66,-37.86,100.1,-1.19,63.95,3.1,1002.03,62.216,35.778553,-78.68379,281.09,NaN,,50.94,14.680644,340.4,13 / 20,252512,2018-03-09 17:35:17:896
-8.942,0.3972,4.118,-8.8092,0.2314,4.3028,-0.2906,-0.1184,0.1902,0.0447,0.0297,0.0133,239.0,23.69,-6.0,-38.28,102.45,-1.21,63.82,3.1,1002.01,61.627,35.778553,-78.68379,281.09,NaN,,50.94,14.680644,340.4,13 / 20,253012,2018-03-09 17:35:18:396
-9.2148,-0.0407,4.9986,-8.7894,0.2368,4.3429,-0.2598,-0.2935,0.5463,0.0215,0.0081,-0.004,255.0,25.37,-6.49,-36.11,103.38,-1.42,63.75,3.1,1002.01,62.843,35.778667,-78.683846,281.84,NaN,,49.14,14.680644,342.6,14 / 20,253511,2018-03-09 17:35:18:895
-8.6237,0.3517,4.946,-8.7769,0.3155,4.3631,0.2979,-0.1554,0.4758,0.004,0.0022,-0.0084,217.0,26.89,-5.66,-35.33,103.73,-1.79,63.78,3.1,1002.01,60.98,35.778667,-78.683846,281.84,NaN,,49.14,14.680644,342.6,14 / 20,254011,2018-03-09 17:35:19:395
-8.2122,0.0933,4.8359,-8.7592,0.2396,4.4033,0.2175,-0.2238,0.6581,0.0147,0.0183,0.0168,213.0,27.08,-6.61,-34.38,108.29,-1.4,63.34,3.1,1002.0,61.334,35.778786,-78.68389,282.42,NaN,,47.38,14.680644,344.2,14 / 20,254512,2018-03-09 17:35:19:896
-8.4993,-0.0885,5.391,-8.706,0.1225,4.5124,0.3786,-0.3666,0.7467,0.007,0.0279,0.0025,209.0,28.42,-7.84,-32.43,115.69,-0.76,62.61,3.1,1002.03,63.126,35.778786,-78.68389,282.42,NaN,,47.38,14.680644,344.2,14 / 20,255012,2018-03-09 17:35:20:396
-8.6668,0.0215,5.5418,-8.6399,0.1004,4.6382,0.1447,-0.237,0.9816,0.0021,0.001,-0.0089,242.0,27.79,-8.86,-34.72,115.7,-0.65,61.95,3.1,1002.02,64.141,35.778885,-78.68392,282.81,NaN,,42.12,14.680644,344.5,14 / 20,255511,2018-03-09 17:35:20:895
-8.5615,-0.0048,5.8313,-8.4564,0.0772,4.9652,0.146,-0.2101,0.9203,0.0198,-0.0037,-0.0046,266.0,26.33,-8.26,-37.19,111.72,-0.51,60.18,3.1,1002.03,61.356,35.778885,-78.68392,282.81,NaN,,42.12,14.680644,344.5,14 / 20,256011,2018-03-09 17:35:21:395
-8.7984,-0.2249,6.073,-8.3969,0.0642,5.0654,0.2793,-0.038,0.358,0.0306,-0.0165,0.0196,239.0,25.75,-6.59,-35.74,111.08,-0.39,58.94,3.1,1002.02,62.124,35.778973,-78.68395,282.82,NaN,,38.09,14.680644,345.0,14 / 20,256512,2018-03-09 17:35:21:896
-8.8582,-0.2465,5.4748,-8.4271,0.0643,5.0149,0.1023,-0.0915,0.1762,0.0172,-0.0053,-0.0097,228.0,26.59,-6.08,-35.6,108.47,-0.37,59.29,3.1,1002.01,64.926,35.778973,-78.68395,282.82,NaN,,38.09,14.680644,345.0,14 / 20,257012,2018-03-09 17:35:22:396
-8.4347,-0.1316,5.5035,-8.4115,0.0334,5.0415,0.0926,-0.274,0.2887,0.0154,-0.0063,-0.0023,245.0,26.54,-5.81,-35.58,109.02,-0.2,59.06,3.1,1002.01,61.452,35.779053,-78.68397,284.29,NaN,,32.29,14.680644,347.9,14 / 20,257512,2018-03-09 17:35:22:896
-8.796,-0.1268,5.8624,-8.347,-0.0583,5.1472,-0.0318,-0.035,0.3997,-1.0E-4,-0.0114,-0.0036,253.0,28.84,-8.58,-32.58,126.91,0.24,58.62,3.1,1002.0,61.52,35.779053,-78.68397,284.29,NaN,,32.29,14.680644,347.9,14 / 20,258012,2018-03-09 17:35:23:396
-9.2315,-1.0648,4.7617,-8.3709,-0.1991,5.1048,-0.3177,-0.796,-0.5151,-0.0645,0.023,0.0156,257.0,27.16,-8.09,-33.75,120.33,0.9,58.34,3.1,1001.99,61.517,35.779114,-78.68399,284.85,NaN,,26.17,14.680644,346.9,14 / 20,258512,2018-03-09 17:35:23:896
-8.7697,-2.2158,5.2164,-8.3879,-0.5805,5.0473,-0.2228,-1.7042,-0.0181,-0.2037,0.0016,0.1265,235.0,24.44,-7.05,-37.25,115.33,3.07,58.86,3.1,1002.0,62.608,35.779114,-78.68399,284.85,NaN,,26.17,14.680644,346.9,14 / 20,259015,2018-03-09 17:35:24:399
-9.5234,-2.6632,3.7232,-8.5039,-0.8219,4.8144,-0.6554,-1.8025,-1.3501,-0.3182,0.0073,0.1966,197.0,24.41,-3.31,-35.18,108.36,4.81,60.48,3.1,1001.96,60.534,35.779163,-78.684006,284.82,NaN,,21.13,14.680644,345.1,14 / 20,259513,2018-03-09 17:35:24:897
-9.1861,-2.4503,3.8333,-8.6512,-1.1314,4.4774,-0.1742,-1.5783,-0.8039,-0.4585,-0.0063,0.2428,185.0,24.81,0.43,-35.65,101.21,5.78,61.73,3.1,1001.95,63.721,35.779163,-78.684006,284.82,NaN,,21.13,14.680644,345.1,14 / 20,260011,2018-03-09 17:35:25:395
-9.8321,-3.2447,4.3119,-8.7708,-1.5603,4.0998,-0.3563,-1.7055,-0.0957,-0.5004,-8.0E-4,0.222,309.0,25.63,5.56,-34.53,90.5,9.15,64.95,3.1,1001.94,61.962,35.779194,-78.68405,286.56,NaN,,18.32,14.680644,323.2,14 / 20,260512,2018-03-09 17:35:25:896
-9.2889,-1.8616,3.4026,-8.9213,-1.6434,3.7256,0.1072,-0.361,-0.2868,-0.4017,-0.0342,0.23,349.0,28.72,6.2,-27.25,92.25,9.95,66.95,3.1,1001.91,65.032,35.779194,-78.68405,286.56,NaN,,18.32,14.680644,323.2,14 / 20,261013,2018-03-09 17:35:26:397
-9.5043,-0.1555,2.4598,-9.1463,-1.6513,3.1288,0.8738,1.0552,-0.8002,-0.2451,0.1667,0.151,373.0,28.15,9.97,-25.64,76.6,10.36,69.69,3.1,1001.93,62.125,35.779217,-78.6841,288.53,NaN,,20.45,14.680644,293.0,14 / 20,261512,2018-03-09 17:35:26:896
-8.9803,0.335,3.0006,-9.1552,-1.6034,3.1276,0.7846,1.2198,-0.0707,-0.0987,-0.0291,0.0986,380.0,29.38,10.79,-20.77,68.77,9.88,71.34,3.1,1001.89,64.794,35.779217,-78.6841,288.53,NaN,,20.45,14.680644,293.0,14 / 20,262012,2018-03-09 17:35:27:396
